pokemon_slug,move_slug,method,level
barraskewda,thrash,egg,0
toxel,acid,level-up,1
toxel,belch,level-up,1
toxel,charm,machine,0
toxel,encore,machine,0
toxel,endeavor,machine,0
toxel,endeavor,egg,0
toxel,endure,machine,0
toxel,facade,machine,0
toxel,flail,level-up,1
toxel,growl,level-up,1
toxel,metal-sound,machine,0
toxel,metal-sound,egg,0
toxel,nuzzle,level-up,1
toxel,protect,machine,0
toxel,rest,machine,0
toxel,sleep-talk,machine,0
toxel,substitute,machine,0
toxel,tearful-look,level-up,1
toxel,tera-blast,machine,0
toxtricity,acid,level-up,1
toxtricity,acid-spray,machine,0
toxtricity,acid-spray,level-up,1
toxtricity,belch,level-up,1
toxtricity,boomburst,level-up,48
toxtricity,brick-break,machine,0
toxtricity,charge,machine,0
toxtricity,charge,level-up,4
toxtricity,charge-beam,machine,0
toxtricity,charm,machine,0
toxtricity,discharge,level-up,36
toxtricity,drain-punch,machine,0
toxtricity,eerie-impulse,machine,0
toxtricity,electric-terrain,machine,0
toxtricity,electro-ball,machine,0
toxtricity,electroweb,machine,0
toxtricity,encore,machine,0
toxtricity,endeavor,machine,0
toxtricity,endure,machine,0
toxtricity,facade,machine,0
toxtricity,fire-punch,machine,0
toxtricity,flail,level-up,1
toxtricity,fling,machine,0
toxtricity,giga-impact,machine,0
toxtricity,growl,level-up,1
toxtricity,gunk-shot,machine,0
toxtricity,helping-hand,machine,0
toxtricity,hex,machine,0
toxtricity,hyper-beam,machine,0
toxtricity,hyper-voice,machine,0
toxtricity,leer,level-up,1
toxtricity,metal-sound,machine,0
toxtricity,metronome,machine,0
toxtricity,noble-roar,level-up,1
toxtricity,nuzzle,level-up,1
toxtricity,overdrive,level-up,44
toxtricity,poison-jab,machine,0
toxtricity,poison-jab,level-up,40
toxtricity,poison-tail,machine,0
toxtricity,protect,machine,0
toxtricity,psychic-noise,machine,0
toxtricity,rain-dance,machine,0
toxtricity,rest,machine,0
toxtricity,scary-face,machine,0
toxtricity,scary-face,level-up,12
toxtricity,screech,level-up,24
toxtricity,shift-gear,level-up,52
toxtricity,shock-wave,level-up,8
toxtricity,sleep-talk,machine,0
toxtricity,sludge-bomb,machine,0
toxtricity,sludge-wave,machine,0
toxtricity,snarl,machine,0
toxtricity,spark,level-up,0
toxtricity,stored-power,machine,0
toxtricity,substitute,machine,0
toxtricity,sunny-day,machine,0
toxtricity,swagger,level-up,28
toxtricity,swift,machine,0
toxtricity,take-down,machine,0
toxtricity,taunt,machine,0
toxtricity,taunt,level-up,16
toxtricity,tearful-look,level-up,1
toxtricity,tera-blast,machine,0
toxtricity,thief,machine,0
toxtricity,throat-chop,machine,0
toxtricity,thunder,machine,0
toxtricity,thunderbolt,machine,0
toxtricity,thunder-fang,machine,0
toxtricity,thunder-punch,machine,0
toxtricity,thunder-shock,level-up,1
toxtricity,thunder-wave,machine,0
toxtricity,toxic,machine,0
toxtricity,toxic,level-up,32
toxtricity,toxic-spikes,machine,0
toxtricity,trailblaze,machine,0
toxtricity,uproar,machine,0
toxtricity,venoshock,machine,0
toxtricity,volt-switch,machine,0
toxtricity,wild-charge,machine,0
toxtricity,endeavor,egg,0
toxtricity,metal-sound,egg,0
sinistea,ally-switch,egg,0
sinistea,aromatic-mist,level-up,6
sinistea,astonish,level-up,1
sinistea,baton-pass,machine,0
sinistea,calm-mind,machine,0
sinistea,confuse-ray,machine,0
sinistea,curse,machine,0
sinistea,dark-pulse,machine,0
sinistea,endure,machine,0
sinistea,facade,machine,0
sinistea,foul-play,machine,0
sinistea,giga-drain,machine,0
sinistea,giga-drain,level-up,36
sinistea,hex,machine,0
sinistea,imprison,machine,0
sinistea,magical-leaf,machine,0
sinistea,mega-drain,level-up,12
sinistea,memento,level-up,54
sinistea,metronome,machine,0
sinistea,nasty-plot,machine,0
sinistea,nasty-plot,level-up,42
sinistea,night-shade,machine,0
sinistea,phantom-force,machine,0
sinistea,poltergeist,machine,0
sinistea,protect,machine,0
sinistea,psybeam,machine,0
sinistea,psychic,machine,0
sinistea,psyshock,machine,0
sinistea,rest,machine,0
sinistea,shadow-ball,machine,0
sinistea,shadow-ball,level-up,48
sinistea,shell-smash,level-up,60
sinistea,skill-swap,machine,0
sinistea,sleep-talk,machine,0
sinistea,spite,machine,0
sinistea,stored-power,machine,0
sinistea,substitute,machine,0
sinistea,sucker-punch,level-up,24
sinistea,sweet-scent,level-up,30
sinistea,tera-blast,machine,0
sinistea,trick,machine,0
sinistea,trick-room,machine,0
sinistea,will-o-wisp,machine,0
sinistea,withdraw,level-up,1
polteageist,aromatic-mist,level-up,6
polteageist,astonish,level-up,1
polteageist,baton-pass,machine,0
polteageist,calm-mind,machine,0
polteageist,confuse-ray,machine,0
polteageist,curse,machine,0
polteageist,curse,level-up,66
polteageist,dark-pulse,machine,0
polteageist,endure,machine,0
polteageist,facade,machine,0
polteageist,foul-play,machine,0
polteageist,giga-drain,machine,0
polteageist,giga-drain,level-up,36
polteageist,giga-impact,machine,0
polteageist,hex,machine,0
polteageist,hyper-beam,machine,0
polteageist,imprison,machine,0
polteageist,light-screen,machine,0
polteageist,magical-leaf,machine,0
polteageist,mega-drain,level-up,12
polteageist,memento,level-up,54
polteageist,metronome,machine,0
polteageist,nasty-plot,machine,0
polteageist,nasty-plot,level-up,42
polteageist,night-shade,machine,0
polteageist,pain-split,machine,0
polteageist,phantom-force,machine,0
polteageist,poltergeist,machine,0
polteageist,protect,machine,0
polteageist,protect,level-up,18
polteageist,psybeam,machine,0
polteageist,psychic,machine,0
polteageist,psyshock,machine,0
polteageist,reflect,machine,0
polteageist,rest,machine,0
polteageist,shadow-ball,machine,0
polteageist,shadow-ball,level-up,48
polteageist,shell-smash,level-up,60
polteageist,skill-swap,machine,0
polteageist,sleep-talk,machine,0
polteageist,spite,machine,0
polteageist,stored-power,machine,0
polteageist,strength-sap,level-up,1
polteageist,substitute,machine,0
polteageist,sucker-punch,level-up,24
polteageist,sweet-scent,level-up,30
polteageist,teatime,level-up,0
polteageist,tera-blast,machine,0
polteageist,trick,machine,0
polteageist,trick-room,machine,0
polteageist,will-o-wisp,machine,0
polteageist,withdraw,level-up,1
polteageist,ally-switch,egg,0
hatenna,after-you,egg,0
hatenna,aromatic-mist,level-up,15
hatenna,baton-pass,machine,0
hatenna,calm-mind,machine,0
hatenna,calm-mind,level-up,35
hatenna,charm,machine,0
hatenna,confusion,level-up,1
hatenna,dark-pulse,machine,0
hatenna,dazzling-gleam,machine,0
hatenna,dazzling-gleam,level-up,30
hatenna,disarming-voice,machine,0
hatenna,disarming-voice,level-up,10
hatenna,draining-kiss,machine,0
hatenna,endure,machine,0
hatenna,expanding-force,machine,0
hatenna,facade,machine,0
hatenna,future-sight,machine,0
hatenna,giga-drain,machine,0
hatenna,healing-wish,level-up,45
hatenna,heal-pulse,level-up,25
hatenna,helping-hand,machine,0
hatenna,imprison,machine,0
hatenna,life-dew,level-up,5
hatenna,light-screen,machine,0
hatenna,magical-leaf,machine,0
hatenna,metronome,machine,0
hatenna,misty-terrain,machine,0
hatenna,mystical-fire,egg,0
hatenna,nuzzle,egg,0
hatenna,play-nice,level-up,1
hatenna,play-rough,machine,0
hatenna,protect,machine,0
hatenna,psybeam,machine,0
hatenna,psybeam,level-up,20
hatenna,psychic,machine,0
hatenna,psychic,level-up,40
hatenna,psychic-terrain,machine,0
hatenna,psych-up,machine,0
hatenna,psyshock,machine,0
hatenna,quash,egg,0
hatenna,reflect,machine,0
hatenna,rest,machine,0
hatenna,skill-swap,machine,0
hatenna,sleep-talk,machine,0
hatenna,stored-power,machine,0
hatenna,substitute,machine,0
hatenna,swift,machine,0
hatenna,tera-blast,machine,0
hatenna,thunder-wave,machine,0
hatenna,trick,machine,0
hatenna,trick-room,machine,0
hattrem,aromatic-mist,level-up,15
hattrem,baton-pass,machine,0
hattrem,brutal-swing,level-up,0
hattrem,calm-mind,machine,0
hattrem,calm-mind,level-up,37
hattrem,charm,machine,0
hattrem,confusion,level-up,1
hattrem,dark-pulse,machine,0
hattrem,dazzling-gleam,machine,0
hattrem,dazzling-gleam,level-up,30
hattrem,disarming-voice,machine,0
hattrem,disarming-voice,level-up,10
hattrem,draining-kiss,machine,0
hattrem,endure,machine,0
hattrem,expanding-force,machine,0
hattrem,facade,machine,0
hattrem,future-sight,machine,0
hattrem,giga-drain,machine,0
hattrem,healing-wish,level-up,51
hattrem,heal-pulse,level-up,25
hattrem,helping-hand,machine,0
hattrem,imprison,machine,0
hattrem,life-dew,level-up,5
hattrem,light-screen,machine,0
hattrem,magical-leaf,machine,0
hattrem,metronome,machine,0
hattrem,misty-terrain,machine,0
hattrem,play-nice,level-up,1
hattrem,play-rough,machine,0
hattrem,protect,machine,0
hattrem,psybeam,machine,0
hattrem,psybeam,level-up,20
hattrem,psychic,machine,0
hattrem,psychic,level-up,44
hattrem,psychic-terrain,machine,0
hattrem,psych-up,machine,0
hattrem,psyshock,machine,0
hattrem,reflect,machine,0
hattrem,rest,machine,0
hattrem,skill-swap,machine,0
hattrem,sleep-talk,machine,0
hattrem,stored-power,machine,0
hattrem,substitute,machine,0
hattrem,swift,machine,0
hattrem,tera-blast,machine,0
hattrem,thunder-wave,machine,0
hattrem,trick,machine,0
hattrem,trick-room,machine,0
hattrem,after-you,egg,0
hattrem,mystical-fire,egg,0
hattrem,nuzzle,egg,0
hattrem,quash,egg,0
hatterene,agility,machine,0
hatterene,aromatic-mist,level-up,15
hatterene,baton-pass,machine,0
hatterene,brutal-swing,level-up,1
hatterene,calm-mind,machine,0
hatterene,calm-mind,level-up,37
hatterene,charm,machine,0
hatterene,confusion,level-up,1
hatterene,dark-pulse,machine,0
hatterene,dazzling-gleam,machine,0
hatterene,dazzling-gleam,level-up,30
hatterene,disarming-voice,machine,0
hatterene,disarming-voice,level-up,10
hatterene,draining-kiss,machine,0
hatterene,endure,machine,0
hatterene,expanding-force,machine,0
hatterene,facade,machine,0
hatterene,future-sight,machine,0
hatterene,giga-drain,machine,0
hatterene,giga-impact,machine,0
hatterene,gravity,machine,0
hatterene,healing-wish,level-up,55
hatterene,heal-pulse,level-up,25
hatterene,helping-hand,machine,0
hatterene,hyper-beam,machine,0
hatterene,imprison,machine,0
hatterene,life-dew,level-up,5
hatterene,light-screen,machine,0
hatterene,magical-leaf,machine,0
hatterene,magic-powder,level-up,64
hatterene,metronome,machine,0
hatterene,misty-explosion,machine,0
hatterene,misty-terrain,machine,0
hatterene,pain-split,machine,0
hatterene,play-nice,level-up,1
hatterene,play-rough,machine,0
hatterene,protect,machine,0
hatterene,psybeam,machine,0
hatterene,psybeam,level-up,20
hatterene,psychic,machine,0
hatterene,psychic,level-up,46
hatterene,psychic-noise,machine,0
hatterene,psychic-terrain,machine,0
hatterene,psycho-cut,level-up,0
hatterene,psych-up,machine,0
hatterene,psyshock,machine,0
hatterene,reflect,machine,0
hatterene,rest,machine,0
hatterene,shadow-ball,machine,0
hatterene,shadow-claw,machine,0
hatterene,skill-swap,machine,0
hatterene,sleep-talk,machine,0
hatterene,stored-power,machine,0
hatterene,substitute,machine,0
hatterene,swift,machine,0
hatterene,swords-dance,machine,0
hatterene,tera-blast,machine,0
hatterene,thunder-wave,machine,0
hatterene,trick,machine,0
hatterene,trick-room,machine,0
hatterene,after-you,egg,0
hatterene,mystical-fire,egg,0
hatterene,nuzzle,egg,0
hatterene,quash,egg,0
impidimp,assurance,level-up,16
impidimp,bite,level-up,4
impidimp,burning-jealousy,machine,0
impidimp,chilling-water,machine,0
impidimp,confide,level-up,1
impidimp,dark-pulse,machine,0
impidimp,dark-pulse,level-up,33
impidimp,dazzling-gleam,machine,0
impidimp,draining-kiss,machine,0
impidimp,drain-punch,machine,0
impidimp,endure,machine,0
impidimp,facade,machine,0
impidimp,fake-out,level-up,1
impidimp,fake-tears,machine,0
impidimp,fake-tears,level-up,12
impidimp,flatter,level-up,8
impidimp,fling,machine,0
impidimp,foul-play,machine,0
impidimp,foul-play,level-up,44
impidimp,lash-out,machine,0
impidimp,leech-life,machine,0
impidimp,light-screen,machine,0
impidimp,low-kick,machine,0
impidimp,metronome,machine,0
impidimp,misty-terrain,machine,0
impidimp,nasty-plot,machine,0
impidimp,nasty-plot,level-up,36
impidimp,parting-shot,egg,0
impidimp,play-rough,machine,0
impidimp,play-rough,level-up,40
impidimp,protect,machine,0
impidimp,reflect,machine,0
impidimp,rest,machine,0
impidimp,scary-face,machine,0
impidimp,sleep-talk,machine,0
impidimp,substitute,machine,0
impidimp,sucker-punch,level-up,24
impidimp,swagger,level-up,20
impidimp,take-down,machine,0
impidimp,taunt,machine,0
impidimp,tera-blast,machine,0
impidimp,thief,machine,0
impidimp,throat-chop,machine,0
impidimp,thunder-wave,machine,0
impidimp,torment,level-up,28
impidimp,trailblaze,machine,0
impidimp,trick,machine,0
morgrem,assurance,level-up,16
morgrem,bite,level-up,4
morgrem,burning-jealousy,machine,0
morgrem,chilling-water,machine,0
morgrem,confide,level-up,1
morgrem,dark-pulse,machine,0
morgrem,dark-pulse,level-up,35
morgrem,dazzling-gleam,machine,0
morgrem,draining-kiss,machine,0
morgrem,drain-punch,machine,0
morgrem,endure,machine,0
morgrem,facade,machine,0
morgrem,fake-out,level-up,1
morgrem,fake-tears,machine,0
morgrem,fake-tears,level-up,12
morgrem,false-surrender,level-up,0
morgrem,flatter,level-up,8
morgrem,fling,machine,0
morgrem,foul-play,machine,0
morgrem,foul-play,level-up,52
morgrem,imprison,machine,0
morgrem,lash-out,machine,0
morgrem,leech-life,machine,0
morgrem,light-screen,machine,0
morgrem,low-kick,machine,0
morgrem,metronome,machine,0
morgrem,misty-terrain,machine,0
morgrem,nasty-plot,machine,0
morgrem,nasty-plot,level-up,40
morgrem,play-rough,machine,0
morgrem,play-rough,level-up,46
morgrem,protect,machine,0
morgrem,reflect,machine,0
morgrem,rest,machine,0
morgrem,scary-face,machine,0
morgrem,shadow-claw,machine,0
morgrem,sleep-talk,machine,0
morgrem,substitute,machine,0
morgrem,sucker-punch,level-up,24
morgrem,swagger,level-up,20
morgrem,take-down,machine,0
morgrem,taunt,machine,0
morgrem,tera-blast,machine,0
morgrem,thief,machine,0
morgrem,throat-chop,machine,0
morgrem,thunder-wave,machine,0
morgrem,torment,level-up,28
morgrem,trailblaze,machine,0
morgrem,trick,machine,0
morgrem,parting-shot,egg,0
perrserker,aerial-ace,machine,0
perrserker,amnesia,machine,0
perrserker,baton-pass,machine,0
perrserker,body-slam,machine,0
perrserker,brick-break,machine,0
perrserker,charm,machine,0
perrserker,chilling-water,machine,0
perrserker,close-combat,machine,0
perrserker,crunch,machine,0
perrserker,curse,machine,0
perrserker,dark-pulse,machine,0
perrserker,dig,machine,0
perrserker,double-edge,machine,0
perrserker,endeavor,machine,0
perrserker,endure,machine,0
perrserker,facade,machine,0
perrserker,fake-out,level-up,1
perrserker,fake-tears,machine,0
perrserker,false-swipe,machine,0
perrserker,flash-cannon,machine,0
perrserker,fling,machine,0
perrserker,foul-play,machine,0
perrserker,fury-swipes,level-up,31
perrserker,giga-impact,machine,0
perrserker,growl,level-up,1
perrserker,gunk-shot,machine,0
perrserker,gyro-ball,machine,0
perrserker,heavy-slam,machine,0
perrserker,helping-hand,machine,0
perrserker,hone-claws,level-up,4
perrserker,hyper-beam,machine,0
perrserker,hyper-voice,machine,0
perrserker,iron-defense,machine,0
perrserker,iron-defense,level-up,1
perrserker,iron-head,machine,0
perrserker,iron-head,level-up,0
perrserker,knock-off,machine,0
perrserker,lash-out,machine,0
perrserker,metal-burst,level-up,1
perrserker,metal-claw,machine,0
perrserker,metal-claw,level-up,16
perrserker,metal-sound,machine,0
perrserker,metal-sound,level-up,48
perrserker,metronome,machine,0
perrserker,nasty-plot,machine,0
perrserker,pay-day,level-up,12
perrserker,play-rough,machine,0
perrserker,protect,machine,0
perrserker,rain-dance,machine,0
perrserker,rest,machine,0
perrserker,scratch,level-up,8
perrserker,screech,level-up,36
perrserker,seed-bomb,machine,0
perrserker,shadow-ball,machine,0
perrserker,shadow-claw,machine,0
perrserker,slash,level-up,42
perrserker,sleep-talk,machine,0
perrserker,spite,machine,0
perrserker,stealth-rock,machine,0
perrserker,steel-beam,machine,0
perrserker,substitute,machine,0
perrserker,sunny-day,machine,0
perrserker,swagger,level-up,24
perrserker,swords-dance,machine,0
perrserker,take-down,machine,0
perrserker,taunt,machine,0
perrserker,taunt,level-up,20
perrserker,tera-blast,machine,0
perrserker,thief,machine,0
perrserker,thrash,level-up,54
perrserker,throat-chop,machine,0
perrserker,thunder,machine,0
perrserker,thunderbolt,machine,0
perrserker,trailblaze,machine,0
perrserker,u-turn,machine,0
perrserker,x-scissor,machine,0
perrserker,covet,egg,0
perrserker,curse,egg,0
perrserker,double-edge,egg,0
perrserker,flail,egg,0
perrserker,night-slash,egg,0
perrserker,spite,egg,0
perrserker,agility,machine,0
perrserker,assurance,level-up,24
perrserker,bite,level-up,16
perrserker,feint,level-up,4
perrserker,hypnosis,egg,0
perrserker,icy-wind,machine,0
perrserker,last-resort,egg,0
perrserker,nasty-plot,level-up,40
perrserker,pain-split,machine,0
perrserker,play-rough,level-up,44
perrserker,power-gem,machine,0
perrserker,psych-up,machine,0
perrserker,snarl,machine,0
perrserker,swift,machine,0
perrserker,tail-whip,egg,0
perrserker,thunder-wave,machine,0
milcery,acid-armor,level-up,30
milcery,aromatic-mist,level-up,1
milcery,attract,level-up,25
milcery,baby-doll-eyes,egg,0
milcery,charm,machine,0
milcery,charm,level-up,20
milcery,dazzling-gleam,machine,0
milcery,dazzling-gleam,level-up,35
milcery,draining-kiss,machine,0
milcery,draining-kiss,level-up,15
milcery,endure,machine,0
milcery,entrainment,level-up,50
milcery,facade,machine,0
milcery,helping-hand,machine,0
milcery,last-resort,egg,0
milcery,misty-terrain,machine,0
milcery,misty-terrain,level-up,45
milcery,protect,machine,0
milcery,recover,level-up,40
milcery,rest,machine,0
milcery,sleep-talk,machine,0
milcery,stored-power,machine,0
milcery,substitute,machine,0
milcery,sweet-kiss,level-up,5
milcery,sweet-scent,level-up,10
milcery,tackle,level-up,1
milcery,tera-blast,machine,0
alcremie,acid-armor,level-up,30
alcremie,alluring-voice,machine,0
alcremie,aromatic-mist,level-up,1
alcremie,attract,level-up,25
alcremie,calm-mind,machine,0
alcremie,charm,machine,0
alcremie,charm,level-up,20
alcremie,dazzling-gleam,machine,0
alcremie,dazzling-gleam,level-up,35
alcremie,decorate,level-up,0
alcremie,disarming-voice,machine,0
alcremie,draining-kiss,machine,0
alcremie,draining-kiss,level-up,15
alcremie,drain-punch,machine,0
alcremie,encore,machine,0
alcremie,endeavor,machine,0
alcremie,endure,machine,0
alcremie,energy-ball,machine,0
alcremie,entrainment,level-up,50
alcremie,facade,machine,0
alcremie,fake-tears,machine,0
alcremie,fling,machine,0
alcremie,giga-drain,machine,0
alcremie,giga-impact,machine,0
alcremie,helping-hand,machine,0
alcremie,hyper-beam,machine,0
alcremie,imprison,machine,0
alcremie,light-screen,machine,0
alcremie,magical-leaf,machine,0
alcremie,metronome,machine,0
alcremie,misty-explosion,machine,0
alcremie,misty-terrain,machine,0
alcremie,misty-terrain,level-up,45
alcremie,pain-split,machine,0
alcremie,play-rough,machine,0
alcremie,protect,machine,0
alcremie,psychic,machine,0
alcremie,psych-up,machine,0
alcremie,psyshock,machine,0
alcremie,recover,level-up,40
alcremie,rest,machine,0
alcremie,sleep-talk,machine,0
alcremie,solar-beam,machine,0
alcremie,stored-power,machine,0
alcremie,substitute,machine,0
alcremie,sweet-kiss,level-up,5
alcremie,sweet-scent,level-up,10
alcremie,tackle,level-up,1
alcremie,tera-blast,machine,0
alcremie,baby-doll-eyes,egg,0
alcremie,last-resort,egg,0
falinks,agility,machine,0
falinks,body-press,machine,0
falinks,body-slam,machine,0
falinks,brick-break,machine,0
falinks,bulk-up,machine,0
falinks,bulk-up,level-up,20
falinks,close-combat,machine,0
falinks,close-combat,level-up,50
falinks,coaching,machine,0
falinks,counter,level-up,60
falinks,endeavor,machine,0
falinks,endure,machine,0
falinks,endure,level-up,25
falinks,facade,machine,0
falinks,false-swipe,machine,0
falinks,first-impression,level-up,35
falinks,focus-blast,machine,0
falinks,focus-energy,level-up,10
falinks,giga-impact,machine,0
falinks,headbutt,level-up,15
falinks,helping-hand,machine,0
falinks,high-horsepower,machine,0
falinks,hyper-beam,machine,0
falinks,iron-defense,machine,0
falinks,iron-defense,level-up,45
falinks,iron-head,machine,0
falinks,knock-off,machine,0
falinks,lunge,machine,0
falinks,megahorn,level-up,55
falinks,no-retreat,level-up,40
falinks,poison-jab,machine,0
falinks,protect,machine,0
falinks,protect,level-up,1
falinks,psych-up,machine,0
falinks,rain-dance,machine,0
falinks,rest,machine,0
falinks,reversal,machine,0
falinks,reversal,level-up,30
falinks,rock-slide,machine,0
falinks,rock-smash,level-up,5
falinks,rock-tomb,machine,0
falinks,sleep-talk,machine,0
falinks,smart-strike,machine,0
falinks,substitute,machine,0
falinks,sunny-day,machine,0
falinks,swords-dance,machine,0
falinks,tackle,level-up,1
falinks,take-down,machine,0
falinks,tera-blast,machine,0
falinks,throat-chop,machine,0
falinks,trailblaze,machine,0
falinks,upper-hand,machine,0
falinks,uproar,machine,0
falinks,zen-headbutt,machine,0
pincurchin,acupressure,level-up,55
pincurchin,body-slam,machine,0
pincurchin,bubble-beam,level-up,25
pincurchin,charge,machine,0
pincurchin,charge,level-up,10
pincurchin,charge-beam,machine,0
pincurchin,chilling-water,machine,0
pincurchin,curse,machine,0
pincurchin,curse,level-up,35
pincurchin,discharge,level-up,60
pincurchin,electric-terrain,machine,0
pincurchin,electric-terrain,level-up,40
pincurchin,electro-ball,machine,0
pincurchin,electroweb,machine,0
pincurchin,endure,machine,0
pincurchin,facade,machine,0
pincurchin,fury-attack,level-up,15
pincurchin,giga-impact,machine,0
pincurchin,hex,machine,0
pincurchin,hydro-pump,machine,0
pincurchin,hyper-beam,machine,0
pincurchin,liquidation,machine,0
pincurchin,memento,egg,0
pincurchin,muddy-water,machine,0
pincurchin,pain-split,machine,0
pincurchin,peck,level-up,1
pincurchin,poison-jab,machine,0
pincurchin,poison-jab,level-up,45
pincurchin,protect,machine,0
pincurchin,rain-dance,machine,0
pincurchin,recover,level-up,30
pincurchin,rest,machine,0
pincurchin,reversal,machine,0
pincurchin,scald,machine,0
pincurchin,sleep-talk,machine,0
pincurchin,spark,level-up,20
pincurchin,spikes,machine,0
pincurchin,substitute,machine,0
pincurchin,sucker-punch,egg,0
pincurchin,supercell-slam,machine,0
pincurchin,surf,machine,0
pincurchin,swift,machine,0
pincurchin,take-down,machine,0
pincurchin,tera-blast,machine,0
pincurchin,throat-chop,machine,0
pincurchin,thunder,machine,0
pincurchin,thunderbolt,machine,0
pincurchin,thunder-shock,level-up,1
pincurchin,thunder-wave,machine,0
pincurchin,toxic-spikes,machine,0
pincurchin,venoshock,machine,0
pincurchin,water-gun,level-up,5
pincurchin,wild-charge,machine,0
pincurchin,zing-zap,level-up,50
snom,bug-bite,machine,0
snom,bug-bite,egg,0
snom,bug-buzz,machine,0
snom,facade,machine,0
snom,fairy-wind,egg,0
snom,icicle-spear,machine,0
snom,icy-wind,machine,0
snom,lunge,machine,0
snom,mirror-coat,egg,0
snom,pounce,machine,0
snom,powder-snow,level-up,1
snom,protect,machine,0
snom,rest,machine,0
snom,skitter-smack,machine,0
snom,sleep-talk,machine,0
snom,struggle-bug,machine,0
snom,struggle-bug,level-up,1
snom,substitute,machine,0
snom,tera-blast,machine,0
frosmoth,acrobatics,machine,0
frosmoth,air-slash,machine,0
frosmoth,attract,level-up,1
frosmoth,aurora-beam,level-up,24
frosmoth,aurora-veil,level-up,36
frosmoth,avalanche,machine,0
frosmoth,blizzard,machine,0
frosmoth,blizzard,level-up,40
frosmoth,bug-bite,machine,0
frosmoth,bug-buzz,machine,0
frosmoth,bug-buzz,level-up,32
frosmoth,calm-mind,machine,0
frosmoth,dazzling-gleam,machine,0
frosmoth,defog,level-up,16
frosmoth,endure,machine,0
frosmoth,facade,machine,0
frosmoth,feather-dance,machine,0
frosmoth,feather-dance,level-up,21
frosmoth,giga-drain,machine,0
frosmoth,giga-impact,machine,0
frosmoth,helping-hand,machine,0
frosmoth,helping-hand,level-up,1
frosmoth,hurricane,machine,0
frosmoth,hyper-beam,machine,0
frosmoth,ice-beam,machine,0
frosmoth,ice-spinner,machine,0
frosmoth,icicle-spear,machine,0
frosmoth,icy-wind,machine,0
frosmoth,icy-wind,level-up,0
frosmoth,imprison,machine,0
frosmoth,infestation,level-up,8
frosmoth,leech-life,machine,0
frosmoth,light-screen,machine,0
frosmoth,lunge,machine,0
frosmoth,mist,level-up,12
frosmoth,play-rough,machine,0
frosmoth,pounce,machine,0
frosmoth,powder-snow,level-up,1
frosmoth,protect,machine,0
frosmoth,quiver-dance,level-up,52
frosmoth,reflect,machine,0
frosmoth,rest,machine,0
frosmoth,skitter-smack,machine,0
frosmoth,sleep-talk,machine,0
frosmoth,snowscape,machine,0
frosmoth,snowscape,level-up,28
frosmoth,struggle-bug,machine,0
frosmoth,struggle-bug,level-up,1
frosmoth,stun-spore,level-up,4
frosmoth,substitute,machine,0
frosmoth,swift,machine,0
frosmoth,tailwind,machine,0
frosmoth,tailwind,level-up,44
frosmoth,take-down,machine,0
frosmoth,tera-blast,machine,0
frosmoth,triple-axel,machine,0
frosmoth,u-turn,machine,0
frosmoth,weather-ball,machine,0
frosmoth,wide-guard,level-up,48
frosmoth,bug-bite,egg,0
frosmoth,fairy-wind,egg,0
frosmoth,mirror-coat,egg,0
stonjourner,ancient-power,egg,0
stonjourner,block,level-up,1
stonjourner,body-press,machine,0
stonjourner,body-slam,machine,0
stonjourner,body-slam,level-up,42
stonjourner,bulldoze,machine,0
stonjourner,curse,machine,0
stonjourner,curse,egg,0
stonjourner,earth-power,machine,0
stonjourner,earthquake,machine,0
stonjourner,endeavor,machine,0
stonjourner,endure,machine,0
stonjourner,facade,machine,0
stonjourner,giga-impact,machine,0
stonjourner,gravity,machine,0
stonjourner,gravity,level-up,18
stonjourner,hard-press,machine,0
stonjourner,heat-crash,machine,0
stonjourner,heavy-slam,machine,0
stonjourner,heavy-slam,level-up,54
stonjourner,high-horsepower,machine,0
stonjourner,hyper-beam,machine,0
stonjourner,imprison,machine,0
stonjourner,iron-defense,machine,0
stonjourner,low-kick,machine,0
stonjourner,low-sweep,machine,0
stonjourner,mega-kick,level-up,66
stonjourner,meteor-beam,machine,0
stonjourner,power-gem,machine,0
stonjourner,protect,machine,0
stonjourner,psych-up,machine,0
stonjourner,rest,machine,0
stonjourner,rock-blast,machine,0
stonjourner,rock-polish,level-up,6
stonjourner,rock-slide,machine,0
stonjourner,rock-slide,level-up,36
stonjourner,rock-throw,level-up,1
stonjourner,rock-tomb,machine,0
stonjourner,rock-tomb,level-up,12
stonjourner,sandstorm,machine,0
stonjourner,sand-tomb,machine,0
stonjourner,sleep-talk,machine,0
stonjourner,smack-down,machine,0
stonjourner,stealth-rock,machine,0
stonjourner,stealth-rock,level-up,30
stonjourner,stomp,level-up,24
stonjourner,stomping-tantrum,machine,0
stonjourner,stone-edge,machine,0
stonjourner,stone-edge,level-up,60
stonjourner,substitute,machine,0
stonjourner,sunny-day,machine,0
stonjourner,take-down,machine,0
stonjourner,tera-blast,machine,0
stonjourner,wide-guard,level-up,48
eiscue,agility,machine,0
eiscue,amnesia,machine,0
eiscue,amnesia,level-up,30
eiscue,aqua-ring,egg,0
eiscue,aurora-veil,level-up,48
eiscue,avalanche,machine,0
eiscue,belly-drum,egg,0
eiscue,blizzard,machine,0
eiscue,blizzard,level-up,60
eiscue,body-slam,machine,0
eiscue,chilling-water,machine,0
eiscue,double-edge,machine,0
eiscue,double-edge,egg,0
